Salt,Structure,Theory,Metal Basis Set,Halide Basis Set,Lattice Energy,a(0 K) [Angstrom],b(0 K) [Angstrom],c(0 K) [Angstrom],a(298 K) [Angstrom],b(298 K) [Angstrom],c(298 K) [Angstrom],Metal x,Metal y,Metal z,Halide x,Halide y,Halide z
LiCl,Wurtzite,PBE,pob_TZVP,pob_TZVP,-7.97E+02,3.957931,3.957931,6.247049,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBE,pob_TZVP,pob_TZVP,-7.57E+02,5.57446,7.882835,4.551157,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBE,pob_TZVP,pob_TZVP,-7.59E+02,3.852833,3.852833,6.521139,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBE,pob_TZVP,pob_TZVP,-7.62E+02,5.515538,5.515538,5.515538,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBE,pob_TZVP,pob_TZVP,-7.57E+02,4.210834,4.210834,4.210834,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBE,pob_TZVP,pob_TZVP,-7.58E+02,4.247797,4.247797,6.765121,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBE,pob_TZVP,Sapporo-TZP,-7.24E+02,6.386943,8.583507,4.95569,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBE,pob_TZVP,Sapporo-TZP,-7.26E+02,4.282672,4.282672,7.085801,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBE,pob_TZVP,Sapporo-TZP,-7.26E+02,6.096877,6.096877,6.096877,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBE,pob_TZVP,Sapporo-TZP,-7.29E+02,4.636008,4.636008,4.636008,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBE,pob_TZVP,Sapporo-TZP,-7.29E+02,4.651237,4.651237,7.532514,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,PBE,pob_TZVP,pob_TZVP,-7.30E+02,5.605967,8.156879,4.709376,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,PBE,pob_TZVP,pob_TZVP,-7.33E+02,3.90161,3.90161,6.813302,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,PBE,pob_TZVP,pob_TZVP,-7.39E+02,5.641949,5.641949,5.641949,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,PBE,pob_TZVP,pob_TZVP,-7.19E+02,4.363243,4.363243,4.363243,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,PBE,pob_TZVP,pob_TZVP,-7.21E+02,4.380572,4.380572,7.061968,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,PBE-D3,pob_TZVP,pob_TZVP,-1.03E+03,4.060163,5.775043,3.334223,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,PBE-D3,pob_TZVP,pob_TZVP,-1.03E+03,2.809202,2.809202,4.85551,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,PBE-D3,pob_TZVP,pob_TZVP,-1.04E+03,4.042311,4.042311,4.042311,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,PBE-D3,pob_TZVP,pob_TZVP,-1.02E+03,3.085284,3.085284,3.085284,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,PBE-D3,pob_TZVP,pob_TZVP,-1.02E+03,3.149603,3.149603,4.804289,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,PBE-D3,pob_TZVP,pob_TZVP,-8.32E+02,5.170348,7.179783,4.145249,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,PBE-D3,pob_TZVP,pob_TZVP,-8.41E+02,3.535784,3.535784,5.998825,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,PBE-D3,pob_TZVP,pob_TZVP,-8.45E+02,5.067849,5.067849,5.067849,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,PBE-D3,pob_TZVP,pob_TZVP,-8.31E+02,3.841033,3.841033,3.841033,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,PBE-D3,pob_TZVP,pob_TZVP,-8.32E+02,3.886737,3.886737,6.137247,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBE-D3,pob_TZVP,pob_TZVP,-7.95E+02,5.48572,7.70642,4.449304,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBE-D3,pob_TZVP,pob_TZVP,-8.07E+02,3.764517,3.764517,6.365288,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBE-D3,pob_TZVP,pob_TZVP,-8.10E+02,5.390242,5.390242,5.390242,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBE-D3,pob_TZVP,pob_TZVP,-7.93E+02,4.120679,4.120679,4.120679,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBE-D3,pob_TZVP,pob_TZVP,-7.94E+02,4.1624,4.1624,6.606455,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBE-D3,pob_TZVP,Sapporo-TZP,-7.65E+02,6.210947,8.393181,4.845805,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBE-D3,pob_TZVP,Sapporo-TZP,-7.77E+02,4.172404,4.172404,6.893245,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBE-D3,pob_TZVP,Sapporo-TZP,-7.77E+02,5.935428,5.935428,5.935428,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBE-D3,pob_TZVP,Sapporo-TZP,-7.68E+02,4.518333,4.518333,4.518333,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBE-D3,pob_TZVP,Sapporo-TZP,-7.68E+02,4.530569,4.530569,7.355062,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,PBE-D3,pob_TZVP,pob_TZVP,-7.64E+02,5.53211,8.023856,4.632575,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,PBE-D3,pob_TZVP,pob_TZVP,-7.76E+02,3.825067,3.825067,6.697299,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,PBE-D3,pob_TZVP,pob_TZVP,-7.82E+02,5.536511,5.536511,5.536511,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,PBE-D3,pob_TZVP,pob_TZVP,-7.50E+02,4.297537,4.297537,4.297537,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,PBE-D3,pob_TZVP,pob_TZVP,-7.52E+02,4.312899,4.312899,6.964394,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.16E+02,5.568775,7.706528,4.449366,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.26E+02,3.792032,3.792032,6.379748,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.28E+02,5.423626,5.423626,5.423626,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.16E+02,4.128854,4.128854,4.128854,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.17E+02,4.165278,4.165278,6.642396,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.69E+02,6.149268,8.342905,4.816779,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.81E+02,4.145009,4.145009,6.858407,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.82E+02,5.897446,5.897446,5.897446,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.72E+02,4.487626,4.487626,4.487626,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBE-D3-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.72E+02,4.490253,4.490253,7.329353,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.78E+02,5.676121,7.895231,4.558314,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.79E+02,3.886049,3.886049,6.545147,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.81E+02,5.559343,5.559343,5.559343,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.80E+02,4.228053,4.228053,4.228053,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.81E+02,4.256263,4.256263,6.824933,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.27E+02,6.350004,8.528405,4.923877,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.29E+02,4.257333,4.257333,7.054112,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.29E+02,6.062396,6.062396,6.062396,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.31E+02,4.608105,4.608105,4.608105,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBE-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.32E+02,4.629896,4.629896,7.46846,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,PBE-rVV10,pob_TZVP,pob_TZVP,-1.02E+03,4.079214,5.810471,3.354677,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,PBE-rVV10,pob_TZVP,pob_TZVP,-1.02E+03,2.826749,2.826749,4.887951,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,PBE-rVV10,pob_TZVP,pob_TZVP,-1.03E+03,4.068845,4.068845,4.068845,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,PBE-rVV10,pob_TZVP,pob_TZVP,-1.01E+03,3.101334,3.101334,3.101334,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,PBE-rVV10,pob_TZVP,pob_TZVP,-1.01E+03,3.162005,3.162005,4.845112,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,PBE-rVV10,pob_TZVP,pob_TZVP,-8.22E+02,5.181168,7.215154,4.165671,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,PBE-rVV10,pob_TZVP,pob_TZVP,-8.30E+02,3.553961,3.553961,6.040037,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,PBE-rVV10,pob_TZVP,pob_TZVP,-8.34E+02,5.094849,5.094849,5.094849,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,PBE-rVV10,pob_TZVP,pob_TZVP,-8.21E+02,3.854574,3.854574,3.854574,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,PBE-rVV10,pob_TZVP,pob_TZVP,-8.21E+02,3.90511,3.90511,6.144278,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBE-rVV10,pob_TZVP,pob_TZVP,-7.87E+02,5.497857,7.745459,4.471843,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBE-rVV10,pob_TZVP,pob_TZVP,-7.98E+02,3.790597,3.790597,6.410698,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBE-rVV10,pob_TZVP,pob_TZVP,-8.00E+02,5.425917,5.425917,5.425917,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBE-rVV10,pob_TZVP,pob_TZVP,-7.85E+02,4.136621,4.136621,4.136621,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBE-rVV10,pob_TZVP,pob_TZVP,-7.86E+02,4.178077,4.178077,6.631728,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBE-rVV10,pob_TZVP,Sapporo-TZP,-7.59E+02,6.212809,8.450814,4.87908,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBE-rVV10,pob_TZVP,Sapporo-TZP,-7.70E+02,4.19902,4.19902,6.940951,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBE-rVV10,pob_TZVP,Sapporo-TZP,-7.70E+02,5.974276,5.974276,5.974276,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBE-rVV10,pob_TZVP,Sapporo-TZP,-7.62E+02,4.543293,4.543293,4.543293,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBE-rVV10,pob_TZVP,Sapporo-TZP,-7.62E+02,4.560672,4.560672,7.374864,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,PBE-rVV10,pob_TZVP,pob_TZVP,-7.55E+02,5.531844,8.04351,4.643923,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,PBE-rVV10,pob_TZVP,pob_TZVP,-7.66E+02,3.832074,3.832074,6.719159,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,PBE-rVV10,pob_TZVP,pob_TZVP,-7.72E+02,5.547966,5.547966,5.547966,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,PBE-rVV10,pob_TZVP,pob_TZVP,-7.41E+02,4.30565,4.30565,4.30565,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,PBE-rVV10,pob_TZVP,pob_TZVP,-7.43E+02,4.321706,4.321706,6.973082,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.08E+02,5.575067,7.772041,4.48719,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.16E+02,3.819739,3.819739,6.429413,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.18E+02,5.462685,5.462685,5.462685,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.08E+02,4.156235,4.156235,4.156235,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.08E+02,4.158372,4.158372,6.794578,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.62E+02,6.150725,8.413609,4.8576,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.73E+02,4.175105,4.175105,6.908491,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.73E+02,5.941433,5.941433,5.941433,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.64E+02,4.516402,4.516402,4.516402,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBE-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.64E+02,4.528384,4.528384,7.352849,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,PBE-rVV10L,pob_TZVP,pob_TZVP,-1.01E+03,4.094284,5.833998,3.368261,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,PBE-rVV10L,pob_TZVP,pob_TZVP,-1.01E+03,2.839171,2.839171,4.907663,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,PBE-rVV10L,pob_TZVP,pob_TZVP,-1.02E+03,4.086232,4.086232,4.086232,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,PBE-rVV10L,pob_TZVP,pob_TZVP,-1.01E+03,3.113159,3.113159,3.113159,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,PBE-rVV10L,pob_TZVP,pob_TZVP,-1.01E+03,3.16864,3.16864,4.883934,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,PBE-rVV10L,pob_TZVP,pob_TZVP,-8.12E+02,5.212989,7.257189,4.18994,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,PBE-rVV10L,pob_TZVP,pob_TZVP,-8.17E+02,3.576117,3.576117,6.078808,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,PBE-rVV10L,pob_TZVP,pob_TZVP,-8.21E+02,5.126735,5.126735,5.126735,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,PBE-rVV10L,pob_TZVP,pob_TZVP,-8.11E+02,3.878662,3.878662,3.878662,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,PBE-rVV10L,pob_TZVP,pob_TZVP,-8.12E+02,3.92693,3.92693,6.188703,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.75E+02,5.530854,7.800382,4.503553,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.82E+02,3.815775,3.815775,6.455142,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.85E+02,5.461966,5.461966,5.461966,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.74E+02,4.166976,4.166976,4.166976,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.75E+02,4.206327,4.206327,6.686255,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBE-rVV10L,pob_TZVP,Sapporo-TZP,-7.45E+02,6.278165,8.504096,4.909842,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBE-rVV10L,pob_TZVP,Sapporo-TZP,-7.53E+02,4.232025,4.232025,6.994796,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBE-rVV10L,pob_TZVP,Sapporo-TZP,-7.53E+02,6.021884,6.021884,6.021884,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBE-rVV10L,pob_TZVP,Sapporo-TZP,-7.49E+02,4.579802,4.579802,4.579802,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBE-rVV10L,pob_TZVP,Sapporo-TZP,-7.49E+02,4.593935,4.593935,7.444996,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.45E+02,5.564128,8.090265,4.670917,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.53E+02,3.861191,3.861191,6.758061,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.59E+02,5.587144,5.587144,5.587144,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.32E+02,4.329845,4.329845,4.329845,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,PBE-rVV10L,pob_TZVP,pob_TZVP,-7.34E+02,4.346341,4.346341,7.010696,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.96E+02,5.61765,7.820863,4.515378,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.02E+02,3.846744,3.846744,6.476138,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.03E+02,5.501889,5.501889,5.501889,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.97E+02,4.185473,4.185473,4.185473,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.97E+02,4.220273,4.220273,6.735755,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.48E+02,6.211386,8.468095,4.889057,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.56E+02,4.207119,4.207119,6.965314,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.56E+02,5.988455,5.988455,5.988455,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.51E+02,4.55245,4.55245,4.55245,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBE-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.52E+02,4.572782,4.572782,7.380301,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,PBEsol,pob_TZVP,pob_TZVP,-1.01E+03,4.049584,5.803438,3.350616,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,PBEsol,pob_TZVP,pob_TZVP,-1.01E+03,2.813057,2.813057,4.870332,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,PBEsol,pob_TZVP,pob_TZVP,-1.02E+03,4.050896,4.050896,4.050896,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,PBEsol,pob_TZVP,pob_TZVP,-1.00E+03,3.092971,3.092971,3.092971,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,PBEsol,pob_TZVP,pob_TZVP,-1.01E+03,3.165354,3.165354,4.78711,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,PBEsol,pob_TZVP,pob_TZVP,-8.07E+02,5.134287,7.259833,4.191467,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,PBEsol,pob_TZVP,pob_TZVP,-8.13E+02,3.544787,3.544787,6.033215,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,PBEsol,pob_TZVP,pob_TZVP,-8.17E+02,5.083638,5.083638,5.083638,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,PBEsol,pob_TZVP,pob_TZVP,-8.04E+02,3.862706,3.862706,3.862706,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,PBEsol,pob_TZVP,pob_TZVP,-8.05E+02,3.947272,3.947272,6.043243,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBEsol,pob_TZVP,pob_TZVP,-7.71E+02,5.455367,7.796943,4.501567,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBEsol,pob_TZVP,pob_TZVP,-7.80E+02,3.78267,3.78267,6.407272,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBEsol,pob_TZVP,pob_TZVP,-7.83E+02,5.417551,5.417551,5.417551,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBEsol,pob_TZVP,pob_TZVP,-7.68E+02,4.147392,4.147392,4.147392,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBEsol,pob_TZVP,pob_TZVP,-7.69E+02,4.214632,4.214632,6.561943,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBEsol,pob_TZVP,Sapporo-TZP,-7.38E+02,6.168733,8.508908,4.91262,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBEsol,pob_TZVP,Sapporo-TZP,-7.47E+02,4.197896,4.197896,6.943243,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBEsol,pob_TZVP,Sapporo-TZP,-7.47E+02,5.974862,5.974862,5.974862,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBEsol,pob_TZVP,Sapporo-TZP,-7.40E+02,4.56012,4.56012,4.56012,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBEsol,pob_TZVP,Sapporo-TZP,-7.40E+02,4.581499,4.581499,7.389221,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,PBEsol,pob_TZVP,pob_TZVP,-7.37E+02,5.516843,8.076576,4.663013,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,PBEsol,pob_TZVP,pob_TZVP,-7.43E+02,3.833587,3.833587,6.727916,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,PBEsol,pob_TZVP,pob_TZVP,-7.49E+02,5.551449,5.551449,5.551449,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,PBEsol,pob_TZVP,pob_TZVP,-7.23E+02,4.321198,4.321198,4.321198,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,PBEsol,pob_TZVP,pob_TZVP,-7.25E+02,4.33881,4.33881,6.990006,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.92E+02,5.5316,7.812084,4.510309,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.98E+02,3.812148,3.812148,6.427109,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.00E+02,5.455088,5.455088,5.455088,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.90E+02,4.164601,4.164601,4.164601,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.91E+02,4.21687,4.21687,6.643612,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.41E+02,6.107987,8.469767,4.890022,,,,0.25,0.166667,0.5,0.25,0.333333,0
